id_obat;nama_obat;kategori_penyakit;indikasi;satuan_tersedia;harga_mulai;harga_detail;aturan_pemakaian;dosis;efek_samping;interaksi_obat;jangka_waktu_penggunaan;komposisi;kontra_indikasi;stok;image
63;Hufagripp Flu Batuk;Batuk Dan Flu;Meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk berdahak;All;24000;All: Rp24.000;dikonsumsi sesudah makan;"umur 6-12 tahun: 3 x sehari 2 sendok takar (10 ml); umur 2-6 tahun: 3 x sehari 2 sendok takar (5 ml)";"Mengantuk; gangguan pencernaan; gelisah; insomnia; eksitasi; tremor; takikardi; aritmia ventrikel; mulut kering; palpitasi dan sulit berkemih; Pemakaian dosis berlebih dan jangka panjang dapat menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan resiko hipertensi;konsumsi dalam jangka panjang akan berpengaruh ke tubuh;"Paracetamol 120 mg; Pseudoephedrine HCI 7.5 mg; Chlorphenamine Maleate 0.5 mg; Guaifenesin 50 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Hufagripp%20Flu%20Batuk%20obat%20kemasan
64;Coparcetin;Batuk Dan Flu;Meringankan gejala-gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak;All;9500;All: Rp9.500;sesudah makan;"6-12 tahun: 3 x sehari 2 sendok takar 10 ml; 2-6 tahun: 3 x sehari 1 sendok takar 5 ml";"Mengantuk; gangguan pencernaan; gelisah; insomnia; eksitasi; tremor; takikardi; aritmiaventrikel; mulut kering; palpitasi; dan sulit berkemih; Pemakaian dosis berlebih dan jangka panjang dapat menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan resiko hipertensi;Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati;"Paracetamol 120 mg; Guaifenesin 50 mg; Pseudoephedrine HCI 7.5 mg; Chlorphenamine Maleate 0.5 mg; Ethanol 96 %; Povidon K-30; Methylparaben; Sucrose; Saccharin Sodium; Sodium Cyclamate; Sucralose; Citric Acid Anhydrate; Sodium Citrate Dihidrate; Sodium Chloride; Ponceau 4R; Framboise Essence; Strawberry Essence; Ethyl Maitol; Alcohol 96 %; Propylene Glycol; Glycerol; Sorbitol Solution 70; Purified Water";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Coparcetin%20obat%20kemasan
65;Bronchitin Expectorant;Batuk Dan Flu;Untuk sementara meredakan gejala demam, hidung tersumbat, dan batuk berdahak;All;7500;All: Rp7.500;Sesudah makan. Kocok dahulu sebelum diminum;Anak 6-12 tahun: 5 ml tiap 6-8 jam, maksimal 4 dosis dalam 24 jam;"Mengantuk; jantung berdebar; mulut kering; Mual; muntah; nyeri kepala; gatal-gatal di kulit; Penggunaan paracetamol dosis besar dan jangka panjang dapat menyebabkan kerusakan hati";"Paracetamol dosis tinggi dapat memperkuat efek obat warfarin; Penggunaan bersamaan dengan obat antikejang atau obat antituberkulosis isoniazid jangka panjang dapat meningkatkan risiko kerusakan hati; Obat penghambat MAO seperti antidepresi dan anti-Parkinson memperkuat efek phenylephrine Obat golongan alfa-bloker dan beta-bloker dapat efek phenylephrine; Penggunaan guaifenesin bersamaan dengan antibiotika amoksisilin, sefuroksim dan doksisiklin akan meningkatkan kadar antibiotik dalam darah";Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati;"Paracetamol 120 mg; Guaifenesin 100 mg; Phenylephrine 2.5 mg";"Penderita yang terlalu sensitif terhadap komponen obat; Pada penderita dengan gangguan fungsi hati dan penyakit hati yang aktif";;https://tse.mm.bing.net/th?q=Bronchitin%20Expectorant%20obat%20kemasan
66;Bodrexin Flu Batuk Tidak Berdahak DPH;Batuk Dan Flu;Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk tidak berdahak;All;14000;All: Rp14.000;sesudah makan;"Anak umur 2-6 tahun: Sesuai petunjuk dokter; Anak umur 6-12 tahun: 3 kali sehari 2 sendok takar";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;bisa menyebabkan adanya kerusakan fungsi hati dan reaksi hipersensitivitas;"Paracetamol 120 mg; Phenylephrine HCI 2.5 mg; Diphenhydramine HCI 12.5 mg; Chlorphenamine Maleate 1 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Bodrexin%20Flu%20Batuk%20Tidak%20Berdahak%20DPH%20obat%20kemasan
67;Bodrexin Flu Batuk PE;Batuk Dan Flu;Meringankan gejala flu seperti demam, sakit kepala, hidung tersumbat dan bersin-bersin yang disertai batuk berdahak;All;14000;All: Rp14.000;sesudah makan;"Anak umur 2 <6 tahun: sesuai petunjuk dokter; Anak umur 6-12 tahun: 3 x sehari 2 sendok takar";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardia; aritmia; mulut kering; palpitasi; retensi urin; vertigo; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati; Gangguan sistem kekebalan tubuh jarang; reaksi anafilaksis termasuk syok anafilaksis; angioedema dan pruritus; Gangguan kulit dan bawah kulit jarang; ruam; urtikaria belum ada data; reaksi kulit serius eritema multiforme; sindroma Stevens-Johnsonnekrolisis epiderma toksis dan pustulosis exanthema akul";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;bisa menyebabkan adanya kerusakan fungsi hati dan reaksi hipersensitivitas;"Paracetamol 120 mg; Phenylephrine HCI 2.5 mg; Guaifenesin 25 mg; Bromhexine HCI 2 mg; Chlorphenamine Maleate 1 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Bodrexin%20Flu%20Batuk%20PE%20obat%20kemasan
68;Anakonidin OBH;Batuk Dan Flu;Untuk meredakan batuk dan gejala flu seperti demam, sakit kepala, hidung tersumbat serta bersin-bersin;Cair 30 Ml, Cair 60 Ml;9000;"Cair 30 Ml: Rp9.000; Cair 60 Ml: Rp14.500";sesudah makan;"Anak 2-6 tahun: 3 kali sehari 1 sendok takar 5 ml; Anak 6-12 tahun: 3 kali sehari 2 sendok takar 10 ml";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardi; aritmia; mulut kering palpinas retens un pencernaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut;"Paracetamol 120 mg; Succus Liquiritiae 100 mg; Ammonium Chloride 50 mg; Pseudoephedrine HCI 7.5 mg; Chlorphenamine Maleate 1 mg";"Penderita dengan gangguan fungsi hati yang berat; gangguan jantung dan diabetes mellitus Penderita yang hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Anakonidin%20OBH%20obat%20kemasan
69;Anacetine;Batuk Dan Flu;Untuk meringankan demam, sakit kepala, dan bersin-bersin yang disertai batuk;All;10500;All: Rp10.500;sesudah makan;"Anak usia 2-6 tahun: 3x sehari 1 sendok takar 5 ml; Anak usia 6-12 tahun: 3x sehari 2 sendok takar 10 ml";"Mengantuk; gangguan pencernaan; gangguan psikomotor; takikardi; aritmia; mulut kering; palpitasi; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";"Paracetamol dapat berinteraksi dengan antikoagulan oral dan antidiuretik hormon; Chlorphenamine dapat menghalangi metabolisme fenitoin";Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati;"Paracetamol 120 mg; Guaifenesin 25 mg; Chlorphenamine Maleate 0.5 mg";"Penderita dengan gangguan fungsi hati; Penderita yang hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Anacetine%20obat%20kemasan
70;Triaminic Batuk dan Pilek;Batuk Dan Pilek;Meredakan batuk tidak berdahak dan melegakan hidung tersumbat karena pilek;All;84500;All: Rp84.500;Dikonsumsi sebelum atau sesudah makan;"di bawah 6 th: atas petunjuk dokter; 6-12 th: 1 sendok takar 5 ml 3x sehari; di atas 12 th: 2 sendok takar 10 ml 3x sehari";"efek_samping yang mungkin terjadi selama penggunaan Triaminic Batuk Pilek antara lain mual; muntah; mulit kering dan pusing";"Obat batuk dan pilek Triaminic sebaiknya tidak digunakan bersamaan dengan; Obat golongan simpatomimetik; Obat antidepresan, terutama golongan SSP; Zat anestesi berhalogenasi";Tidak semua orang boleh menggunakan obat ini dalam jangka waktu lama;"Dextromethorphan HBr 5 mg; Pseudoephedrine HCI 15 mg";Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari Triaminic Batuk Pilek;;https://tse.mm.bing.net/th?q=Triaminic%20Batuk%20dan%20Pilek%20obat%20kemasan
71;Hufagripp Batuk Pilek;Batuk Dan Pilek;Untuk meringankan batuk tidak berdahak dan pilek;All;20500;All: Rp20.500;dikonsumsi sesudah makan;"Dewasa - Anak 12 tahun: 3 x sehari 2 sendok takar; Anak 6-12 tahun: 3x sehari 1 sendok takar; Anak 2-6 tahun: 3 x sehari sendok takar; Anak 2 tahun: menurut petunjuk dokter";"Mengantuk; sakit kepala; insomnia; eksitasi; takikardia; aritmia; tremor; palpitasi; mulut kering; sedasi; retensi urine; gangguan saluran pencernaan; gangguan psikomotor";"Penggunaan bersamaan dengan obat anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi; Antasida dapat meningkatkan efek Pseudoephedrin HCI; Penggunaan bersamaan dengan alkohol, depresan SSP, anti kolinergik dapat mengakibatkan mengantuk, pusing, hilang koordinasi otot dan kewaspadaan mental";konsumsi dalam jangka panjang akan berpengaruh ke tubuh;;"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan gangguan jantung dan diabetes melitus";;https://tse.mm.bing.net/th?q=Hufagripp%20Batuk%20Pilek%20obat%20kemasan
72;Anakonidin;Batuk Dan Pilek;Untuk meringankan batuk dan pilek;Cair 30 Ml, Cair 60 Ml;9000;"Cair 30 Ml: Rp9.000; Cair 60 Ml: Rp14.000";sesudah makan;"2-5 tahun: 3 x sehari 2 sendok takar 5 ml; 6-12 tahun: 3 x sehari 2 sendok takar 10 ml";"Mengantuk; gangguan pencernaan; sakit kepala; insomnia; eksitasi; tremor; takikardi; aritmia; mulut kering; palpitasi; sulit berkemih";Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;pada penggunaan jangka panjang, dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut;"Dextromethorphan HBr 5 mg; Guaifenesin 25 mg; Pseudoephedrine HCI 7.5 mg; Chlorphenamine Maleate 0.5 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita yang hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Anakonidin%20obat%20kemasan
73;Decolgen Kids Flu;Flu;Untuk meringankan gejala flu seperti demam, sakit kepala, bersin-bersin dan hidung tersumbat;All;13000;All: Rp13.000;sebelum atau sesudah makan;"Anak 6-12 tahun: 10 mL 2 sendok takar, 3 kali sehari; Dewasa dan anak 12 tahun: 20 mL 4 sendok takar, 3 kali sehari";"Mengantuk; gangguan pencernaan; insomnia; gelisah; eksitasi; tremor; takikardia; aritmia; ventrikel; mulut kering; palpitasi; retensi urin; Penggunaan dosis besar dan jangka panjang menyebabkan kerusakan hati";Penggunaan bersamaan dengan obat antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;sebaiknya Anda tidak mengonsumsi obat jangka panjang untuk mengatasi gejala agar terhindar dari risiko bahaya pada tubuh;;"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Penderita dengan riwayat hipersensitif Paracetamol, Pseudoephedrine HCl, Chlorphenamine Maleate dan Guaiafenesin; Penderita dengan gangguan fungsi hati yang berat";;https://tse.mm.bing.net/th?q=Decolgen%20Kids%20Flu%20obat%20kemasan
74;Triaminic Pilek;Pilek;Meringankan bersin-bersin dan Melegakan hidung tersumbat karena pilek;All;83500;All: Rp83.500;sebelum atau sesudah makan;"Usia 2-6 tahun: 12 Sendok takar 2,5 ml 3 x Sehari; Diatas 6-12 tahun: 1 Sendok takar 5 ml 3 x Sehari; Diatas 12 tahun: 2 Sendok takar 10 ml 3 x Sehari";"Chlorphenamine maleate dapat menyebabkan kantuk dan mulut kering; Pseudoephedrine HCl dapat menyebabkan perasaan mabuk gamang; nyeri kepala; mual; muntah; berkeringat; haus; takikardia; nyeri prekordial; palpitasi; kesulitan berkemih; kelemahan otot dan tremor; kecemasan; kegelisahan; insomnia kesulitan tidur; hipertensi; mulut kering; midriasis pembesaran pupil dan permasalahan lambung; Aritmia ventrikular dapat terjadi; Pada pasien-pasien dengan pembesaran prostat dapat menyebabkan kesulitan berkemih";"Penggunaan bersamaan dengan inhibitor penghambat monoamin oksidase di kontra-indikasikan; Penggunaan bersamaan dapat memperpanjang dan meningkatkan efek-efek Pseudoephedrine HCI pada perangsangan jantung dan vasopresor, yang berakibat pada krisis hipertensi danatau krisis hiperpireksia. Interaksi ini masih mungkin berlanjut sampai 2 minggu setelah penggunaan inhibitor penghambat MAO; Pseudoephedrine HCl dapat mengurangi efek beberapa zat obat antihipertensi guanetidin dan turunannya; Pseudoephedrine HCI dapat berinteraksi dengan obat-obat anestesi berhalogen; Efek pengobatan yang bekerja sentral simpatomimetika, antidepresi dapat ditingkatkan oleh Pseudoephedrine HCI atau Chlorphenamine maleate";Tidak semua orang boleh menggunakan obat ini dalam jangka waktu lama;;"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita hipersensitif terhadap komponen obat ini; Penderita gangguan jantung dan diabetes mellitus";;https://tse.mm.bing.net/th?q=Triaminic%20Pilek%20obat%20kemasan
75;Rhinos Junior;Pilek;Meringankan bersin-bersin dan hidung tersumbat karena pilek;All;64500;All: Rp64.500;dapat diberikan bersama atau tanpa makanan;"Dewasa dan anak-anak lebih dari 12 tahun: 10 ml, tiga kali sehari; Anak-anak 6-12 tahun: 5 ml, tiga kali sehari; Anak-anak 2-5 tahun: 2,5 ml, tiga kali sehari; Anak-anak di bawah 2 tahun: atas petunjuk dokter";"Insomnia; Sakit kepala; Gemetar; Takikardia detak jantung melebihi 100 kali per menit; Aritmia gangguan irama jantung; Jantung berdebar; Kesulitan buang air kecil";"Hindari penggunaan bersamaan dengan obat antidepresan golongan MAOI dapat menyebabkan hipertensi; Informasikan pada dokter jika sedang mengonsumsi suplemen, obat lain atau produk herbal";Obat ini hanya boleh digunakan untuk jangka pendek;"Pseudoephedrine HCl 15 mg; Chlorphenamine maleate 1 mg";"Hindari penggunaan Rhinos Junior pada pasien - Pasien yang peka terhadap obat simpatomimetik lain misalnya efedrin, fenilpropanolamin, fenilefrin, penderita hipertensi berat; Pasien yang mendapat terapi obat antidepresan tipe penghambat MAO; Hipertensi berat atau dengan potensi untuk mengembangkan hipertensi atau stroke";;https://tse.mm.bing.net/th?q=Rhinos%20Junior%20obat%20kemasan
76;Rhinos Neo;Pilek;Meringankan hidung tersumbat karena pilek;All;72000;All: Rp72.000;sebelum atau sesudah makan;"Anak-anak 2-5 tahun: 2 x 0,4 ml larutan 0,8 ml, tiga kali sehari; Anak-anak di bawah 2 tahun: atas petunjuk dokter";"Insomnia; sakit kepala; eksitasi; tremor; takikardi; aritmia; palpitasi; kesulitan berkemih";"Penggunaan Rhinos Neo bersama dengan obat antidepresan golongan MAOI dapat menyebabkan hipertensi; Beritahu dokter jika kamu sedang mengonsumsi suplemenobat kimia, atau produk herbal lain untuk menghindari risiko interaksi";Obat ini hanya boleh digunakan untuk jangka pendek;Pseudoephedrine HCI 7.5 mg;"Hindari penggunaan obat Rhinos Neo pada pasien; Peka terhadap obat simpatomimetik lain misalnya ephedrin, fenilpropanolamin, fenilefrin, penderita hipertensi berat; Diterapi obat antidepresan tipe penghambat MAO; Hipertensi berat atau dengan potensi untuk mengembangkan hipertensi atau stroke";;https://tse.mm.bing.net/th?q=Rhinos%20Neo%20obat%20kemasan
77;Hufagripp Pilek;Pilek;Untuk meringankan bersin-bersin dan hidung tersumbat karena pilek;All;16000;All: Rp16.000;sesudah makan;"Anak usia 2-6 tahun: 3 x sehari 1/2 sendok takar 2,5 ml; Anak usia 6-12 tahun: 3 x sehari 1 sendok takar 5 ml; Dewasa dan anak 12 tahun: 3 x sehari 2 sendok takar 10 ml";"Mengantuk; insomnia; eksitasi; takikardia; aritmia ventrikel; tremor; palpitasi; mulut kering; retensi urine dan gangguan saluran cerna";Penggunaan bersamaan dengan anti depresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi;konsumsi dalam jangka panjang akan berpengaruh ke tubuh;"Pseudoephedrine HCI 15 mg; Chlorphenamine Maleate 1 mg";"Tidak boleh diberikan pada penderita yang peka terhadap obat simpatomimetik lain misal efedrin, fenilpropanolamin, fenilefrin, penderita tekanan darah tinggi berat, dan yang mendapat terapi obat antidepresan tipe penghambat Monoamin Oksidase MAO; Tidak boleh melebihi dosis yang dianjurkan; Hati-hati penggunaan pada penderita tekanan darah tinggi atau yang mempunyai potensi tekanan darah tinggi atau stroke, seperti pada penderita dengan berat badan berlebih overweight atau penderita usia lanjut; Bila dalam 3 hari gejala flu tidak berkurang segera hubungi dokter atau unit pelayanan kesehatan; Hentikan penggunaan obat ini jika terjadi susah tidur, jantung berdebar dan pusing; Penderita yang hipersensitif terhadap komponen obat ini";;https://tse.mm.bing.net/th?q=Hufagripp%20Pilek%20obat%20kemasan
78;Bisolvon Tablet;Batuk;BISOLVON bekerja sebagai mukolitik untuk meredakan batuk berdahak;Box, Strip, Tablet;3000;"Tablet: Rp3.000; Strip: Rp27.000; Box: Rp269.000";Berikan sesudah makan;"Dewasa & Anak > 12 th: 3 x 1 tablet sehari; Anak 6-12 tahun: 3 x 1/2 tablet sehari; Anak 2-6 tahun: 2 x 1/2 tablet sehari";"Reaksi sensitif kekebalan tubuh; Gangguan sistem pencernaan; Gangguan kulit seperti ruam; Gangguan pernapasan";Tidak ada laporan interaksi klinis yang tidak menyenangkan dengan obat ini;Jangan menggunakan obat lebih dari 14 hari tanpa anjuran dari dokter;Bromheksin HCl 8 mg;"BISOLVON tidak boleh digunakan oleh penderita yang hipersensitif terhadap bromheksin HCl atau komponen lain dalam formula; Pada kasus tertentu yang sifatnya jarang yaitu kondisi dimana terdapat ketidakcocokan dengan zat tambahan yang terkandung dalam produk obat tersebut penggunaan produk dikontraindikasikan";;https://tse.mm.bing.net/th?q=Bisolvon%20Tablet%20obat%20kemasan
79;Acetylcysteine;Batuk;Mengencerkan dahak di saluran pernafasan;Box, Kapsul, Strip;2000;"Kapsul: Rp2.000; Strip: Rp17.000; Box: Rp164.000";Dikonsumsi setelah makan;"Dewasa dan anak usia di atas 14 tahun: 1 kapsul 2-3 x sehari setara dengan 400-600 mg NAChari; Anak usia 6-14 tahun: 1 kapsul 2 x sehari setara dengan 400 mg NAChari; Anak usia di atas 6 tahun: 1 kapsul 3 x sehari setara dengan 600 mg NAChari; Anak di bawah 6 tahun: pertimbangkan penggunaan sediaan lain yang sesuai";"efek_samping yang mungkin timbul namun jarang adalah pyrosis, nausea, vomiting, dan diarrhoea. Pada beberapa kasus terbatas terjadi stomatitis, pusing, dan telinga berdenging tinnitus; Setelah penggunaan NAC kadang terjadi reaksi alergi seperti itching, urticaria, cutaneous eruption rash, exanthema, sulit bernapas bronchospasm, denyut jantung yang cepat, dan hipotensi; Terjadinya kasus pada sebagian besar pasien dengan hiperreaktif pada sistem bronkial mengikuti bronkial asma disebut hyper responder, yaitu pasien dengan peningkatan sensitivitas akibat berbagai stimuli. Kemudian terjadi hemorrhage setelah pemberian NAC, berkaitan dengan reaksi hipersensitivitas secara individual; Tindakan yang harus diambil jika terjadi efek_samping mulai awal terjadinya reaksi hipersensitivitas, hentikan segera penggunaan NAC, konsultasikan ke dokter untuk tindakan selanjutnya berdasarkan tingkat keparahan penyakit";"Penggunaan bersamaan dengan antitussive dapat menyebabkan penghentian sekresi yang berbahaya seiring berkurangnya batuk. Oleh sebab itu, kombinasi kedua obat ini dapat digunakan dengan beberapa perhatian; Penggunaan bersamaan dengan tetracycline HCI bagian dari doxycycline harus dilakukan dengan interval sekurangnya 2 jam. Hal ini tidak perlu dilakukan pada penggunaan bersamaan dengan Loracarbef; Penggunaan bersamaan dengan nitroglycerin kemungkinan dapat menyebabkan peningkatan efek vasodilating dan aliran darah dari nitroglycerin";hindari penggunaan jangka panjang;acetylcysteine 200 mg;"Pasien hipersensitif terhadap acetylcysteine; Anak-anak di bawah 2 tahun";;https://tse.mm.bing.net/th?q=Acetylcysteine%20obat%20kemasan
80;Guaifenesin;Batuk;Meredakan batuk berdahak sebagai ekspektoran;Box, Strip, Tablet;500;"Tablet: Rp500; Strip: Rp2.000; Box: Rp11.500";Sebelum atau sesudah makan;"Dewasa: 2-4 tablet setiap 4 jam maksimum 24 tablet sehari; Anak 6 - 12 tahun: 1-2 tablet setiap 4 jam maksimum 12 tablet sehari; Anak 2 - 6 tahun: 21 tablet setiap 4 jam maksimum 6 tablet sehari";"mual; muntah; diare dan nyeri perut bagian bawah; pusing; berkunang-kunang; sakit kepala; neprolithiasis; hipouricermia; ruam pada kulit";Interaksi guaifenesin dengan obat lain belum diketahui. Meski begitu, tidak menutup kemungkinan guaifenesin dapat berinteraksi dengan obat atau bahan aktif tertentu;tidak boleh dikonsumsin dalam jangka panjang;Guaifenesin 100 mg;"Hipersensitif; diabetes; penyakit liver; fenilketouria; hamil dan menyusui";;https://tse.mm.bing.net/th?q=Guaifenesin%20obat%20kemasan
